 Nrows 
   233 
    Z     N          Q20                 Q30           beta2       beta3
    12     2         -0.849499       0.000808558   -0.958353        0.01 
    12    14          -0.43701      0.0027887002   -0.175703        0.01 
    16     4         -0.067187      0.0016501184   -0.041829        0.01 
    24    36          0.584567       0.014851066    0.058321        0.01 
    26    24          1.688124      0.0103132403    0.228225        0.01 
    26    34          1.375677       0.014851066    0.137248        0.01 
    26    36          0.983943      0.0158576383    0.092945        0.01 
    46    36          1.937027      0.0277384911    0.114821        0.01 
    52    72          4.758966      0.0634305532    0.141597        0.01 
    52    74          3.837733      0.0654932013    0.111182        0.01 
    56    56          6.830874      0.0517477146    0.240818        0.01 
    56    78           5.01692      0.0740738172    0.131171        0.01 
    56    90          9.284406      0.0879348122    0.210414        0.01 
    56   118          9.294635      0.1248974655    0.157239        0.01 
    58    88          8.495764      0.0879348122    0.192541        0.01 
    58    90         10.882085      0.0903604863    0.241093        0.01 
    60    60         13.590838      0.0594042642    0.427091        0.01 
    60    74          9.154494      0.0740738172    0.239351        0.01 
    60    86          6.559483      0.0879348122    0.148659        0.01 
    60    88          9.298182      0.0903604863    0.206002        0.01 
    60   136          9.651517      0.1584773759    0.133889        0.01 
    60   138         10.805115      0.1617281093    0.147377        0.01 
    60   140         11.818571       0.165011845    0.158523        0.01 
    62   134          7.398513      0.1584773759    0.102635        0.01 
    62   136          8.810031      0.1617281093    0.120165        0.01 
    62   138        -11.151847       0.165011845    -0.14958        0.01 
    64   132          5.718067      0.1584773759    0.079323        0.01 
    64   134         -7.088335      0.1617281093   -0.096682        0.01 
    64   136        -10.162563       0.165011845   -0.136311        0.01 
    66    88         10.847976      0.0978355229    0.224935        0.01 
    66   132          6.191244      0.1617281093    0.084446        0.01 
    66   134         -8.484117       0.165011845   -0.113798        0.01 
    66   136        -11.454123      0.1683285831   -0.151107        0.01 
    68    92         15.489709      0.1056075808     0.30136        0.01 
    68   132          7.192398       0.165011845    0.096472        0.01 
    70   136         14.772073      0.1750610664    0.188613        0.01 
    72   130          4.405407      0.1683285831    0.058118        0.01 
    74    96         17.442339       0.119221058    0.306737        0.01 
    74    98         19.194738      0.1220427606    0.331038        0.01 
    74   136         13.417852      0.1819255591    0.165918        0.01 
    76    98          18.78857      0.1248974655    0.317849        0.01 
    80    96         16.646286      0.1277851728    0.276295        0.01 
    86   134         11.417003      0.1996643324    0.130644        0.01 
    86   136         13.642431      0.2033110942    0.153773        0.01 
    88   136         16.178404      0.2069908584    0.179652        0.01 
    88   138          18.45175      0.2107036249    0.201883        0.01 
    88   140         20.393221      0.2144493938    0.219872        0.01 
    88   196         18.308171      0.3327298843    0.136885        0.01 
    88   198         21.757651      0.3374327218    0.160785        0.01 
    88   200         25.060828      0.3421685618    0.183056        0.01 
    88   202         27.751708      0.3469374041    0.200387        0.01 
    90   134         15.803962      0.2069908584    0.175494        0.01 
    90   136         18.920264      0.2107036249    0.207009        0.01 
    90   138         21.178907      0.2144493938    0.228343        0.01 
    90   194         14.905454      0.3327298843    0.111444        0.01 
    90   196         20.432096      0.3374327218    0.150989        0.01 
    90   198         25.028561      0.3421685618     0.18282        0.01 
    90   200         28.368351      0.3469374041    0.204839        0.01 
    90   202         30.872995      0.3517392488    0.220386        0.01 
    92   134         18.142902      0.2107036249    0.198504        0.01 
    92   136         21.236365      0.2144493938    0.228963        0.01 
    92   138         23.271837       0.218228165    0.247283        0.01 
    92   192             6e-06      0.3327298843         0.0        0.01 
