EDF,Isotope,Z,N,A,Blocking Type,Hole/Particle,S.P. Orbit,Nilson Label,Binding Energy(MeV),S.P. Energy(MeV),error flag, unmatch flag
UNE0,16O,8,8,16,Ground,Ground,Ground,"0, 0, 0, 0, 0",-126.757388,0.0,0,0
UNE2,'',8,7,15,neutron,hole,1p_3_2,"3, -1, 1, 0, 1",-104.35878,-22.398608,0,3
UNE2,'',8,9,17,neutron,particle,1f_7_2,"7, -1, 3, 0, 3",-115.478693,11.278695,0,0
UNE2,'',8,9,17,neutron,particle,2s_1_2,"0, 0, 0, 0, 0",9999,10125.757388,2,3
UNE2,'',8,9,17,neutron,particle,1d_3_2,"3, 1, 2, 0, 2",-113.6242,13.133188,100,0
UNE2,'',8,7,15,neutron,hole,1p_1_2,"1, -1, 1, 1, 0",-104.154504,-22.602884,0,3
UNE2,'',8,9,17,neutron,particle,1d_5_2,"5, 1, 2, 0, 2",-128.241459,-1.484071,0,0
UNE2,'',9,8,17,proton,particle,1d_3_2,"3, 1, 2, 0, 2",-119.755243,7.002145,0,0
UNE2,'',7,8,15,proton,hole,1p_1_2,"1, -1, 1, 0, 1",-112.592404,-14.164984,0,3
UNE2,'',7,8,15,proton,hole,1p_3_2,"3, -1, 3, 0, 1",-94.20377,-32.553618,100,3
UNE2,'',9,8,17,proton,particle,1f_7_2,"7, -1, 3, 0, 3",-112.441975,14.315413,0,0
UNE2,'',9,8,17,proton,particle,2s_1_2,"0, 0, 0, 0, 0",9999,10125.757388,2,3
UNE2,'',9,8,17,proton,particle,1d_5_2,"5, 1, 2, 0, 2",-124.714265,2.043123,0,0
UNE0,40Ca,20,20,40,Ground,Ground,Ground,"0, 0, 0, 0, 0",-341.318197,0.0,0,0
UNE2,'',20,21,41,neutron,particle,2p_3_2,"3, -1, 3, 0, 1",-346.720606,-5.402409,0,0
UNE2,'',20,21,41,neutron,particle,1g_9_2,"9, 1, 4, 0, 4",-339.492571,1.825626,0,0
UNE2,'',20,19,39,neutron,hole,1d_5_2,"5, 1, 2, 0, 2",-321.666588,-19.651609,0,3
UNE2,'',20,21,41,neutron,particle,2p_1_2,"1, -1, 3, 0, 1",-345.464218,-4.146021,0,0
UNE2,'',20,21,41,neutron,particle,1f_7_2,"7, -1, 3, 0, 3",-350.850715,-9.532518,0,0
UNE2,'',20,19,39,neutron,hole,2s_1_2,"1, 1, 2, 0, 0",-325.224382,-16.093815,0,3
UNE2,'',20,19,39,neutron,hole,1d_3_2,"3, 1, 2, 0, 2",-326.524409,-14.793788,0,3
UNE2,'',20,21,41,neutron,particle,1f_5_2,"5, -1, 3, 0, 3",-344.693828,-3.375631,0,0
UNE2,'',7,8,15,proton,hole,1p_3_2,"3, -1, 3, 0, 1",-94.20377,-247.114427,100,3
UNE2,'',21,20,41,proton,particle,1f_7_2,"7, -1, 3, 0, 3",-343.740704,-2.422507,0,0
UNE2,'',19,20,39,proton,hole,2s_1_2,"1, 1, 2, 0, 0",-331.958991,-9.359206,0,3
UNE2,'',19,20,39,proton,hole,1d_3_2,"3, 1, 2, 0, 2",-333.164958,-8.153239,0,3
UNE2,'',21,20,41,proton,particle,1f_5_2,"5, -1, 3, 0, 3",-337.862766,3.455431,0,0
UNE2,'',7,8,15,proton,hole,1p_1_2,"1, -1, 1, 0, 1",-112.592405,-228.725792,0,3
UNE2,'',21,20,41,proton,particle,2p_3_2,"3, -1, 3, 0, 1",-340.009898,1.308299,0,0
UNE2,'',21,20,41,proton,particle,1g_9_2,"9, 1, 4, 0, 4",-332.760354,8.557843,0,0
UNE2,'',19,20,39,proton,hole,1d_5_2,"5, 1, 2, 0, 2",-328.390544,-12.927653,0,3
UNE2,'',21,20,41,proton,particle,2p_1_2,"1, -1, 3, 0, 1",-338.969069,2.349128,0,0
UNE0,48Ca,20,28,48,Ground,Ground,Ground,"0, 0, 0, 0, 0",-415.246908,0.0,0,0
UNE2,'',20,27,47,neutron,hole,1d_3_2,"3, 1, 2, 0, 2",-403.270663,-11.976245,0,3
UNE2,'',20,29,49,neutron,particle,1f_5_2,"5, -1, 3, 0, 3",-416.301158,-1.05425,0,0
