Z      N      A      Energy_new-old(MeV)      beta2_new    beta2_old    beta3_new    fileID    

4      10     14     -0.019302                -0.0         0.000002     -0.0         548       1         
4      14     18     -0.014715                1e-06        -0.000004    0.0          728       2         
4      18     22     -0.010664                -0.0         0.000000     -0.0         848       3         
6      8      14     -0.037066                -0.0         0.000000     0.0          1268      4         
6      10     16     -0.032624                -0.0         0.000000     0.0          1343      5         
6      16     22     -0.021253                -1e-06       -0.000001    0.0          1568      6         
10     6      16     -0.064216                -0.0         -0.000001    -0.0         2963      7         
10     10     20     -0.051686                0.0          -0.000004    0.0          3098      8         
12     4      16     -0.06349                 1e-06        -0.000007    -0.0         4343      9         
14     4      18     -0.066442                0.0          -0.000003    -0.0         5783      10        
14     6      20     -0.073633                2e-06        -0.000004    0.0          5903      11        
16     6      22     -0.074381                -0.0         -0.000003    0.0          7283      12        
16     10     26     -0.064308                0.0          -0.000004    -0.0         7433      13        
18     8      26     -0.068323                -0.0         -0.000001    -0.0         9068      14        
18     10     28     -0.062138                -0.0         -0.000002    0.0          9128      15        
20     16     36     -0.040141                4e-06        -0.000001    0.0          11198     16        
20     24     44     -0.020165                -0.0         -0.000001    -0.0         11483     17        
20     40     60     -0.023974                1e-06        0.000000     0.0          12113     18        
22     18     40     -0.105689                -8e-06       -0.000002    -0.0         13213     19        
22     24     46     -0.019471                -0.0         -0.000004    -0.0         13433     20        
32     22     54     -0.015686                0.0          -0.000002    0.0          7133      21        
58     122    180    -0.043525                -0.076144    -0.076149    5e-06        12246     22        
74     166    240    -0.011814                0.201524     0.201533     2e-06        7809      23        
118    186    304    -0.060517                -9e-06       0.000000     1e-06        6305      24        
Compared 2833 nucleus	SLY4
