Z      N      A      Binding_Energy_(MeV)    beta2_total    beta3_total    fileID    Convergence    
6      6      12     -94.41886               0.553861       -0.876132      1194      YES            
12     2      14     -4.958371               0.936451       -6.634502      4230      YES            
14     2      16     6.083621                0.755829       -6.782941      5742      YES            
18     6      24     -82.429532              1.051221       6.205725       9000      YES            
20     8      28     -123.76426              1.084748       6.74929        10950     YES            
34     38     72     -619.031991             0.396817       0.001526       10213     YES            
34     40     74     -640.048517             0.362504       -0.000112      10290     YES            
36     36     72     -602.616663             0.428835       0.004074       12719     YES            
36     38     74     -628.248997             0.422301       0.000886       12765     YES            
36     40     76     -651.306234             0.400516       0.000155       12838     YES            
36     42     78     -672.607152             0.358272       0.003274       12944     YES            
36     60     96     -804.974041             0.365385       -0.000334      13588     YES            
36     62     98     -813.82977              0.375721       -0.000152      13663     YES            
36     64     100    -821.611143             0.3712         0.000658       13783     YES            
36     66     102    -828.681792             0.353747       0.001563       13827     YES            
38     34     72     -576.485989             0.406582       0.036669       15285     YES            
38     36     74     -606.551005             0.425661       -0.000363      15315     YES            
38     38     76     -634.78089              0.428419       0.000548       15390     YES            
38     40     78     -660.076938             0.418417       -0.00081       15463     YES            
38     42     80     -683.143127             0.395775       0.098663       15585     YES            
38     58     96     -819.473759             0.358447       0.001776       16168     YES            
38     60     98     -831.87372              0.383019       0.00028        16212     YES            
38     62     100    -842.665191             0.390538       0.000206       16302     YES            
38     64     102    -852.195036             0.390153       0.004666       16407     YES            
38     66     104    -860.618273             0.382798       0.000152       16437     YES            
38     68     106    -868.249086             0.37312        0.003944       16557     YES            
38     70     108    -875.320708             0.369466       0.001809       16647     YES            
38     72     110    -881.70068              0.364966       0.000653       16677     YES            
40     34     74     -574.865822             0.373832       0.001672       221       YES            
40     36     76     -607.010762             0.410252       0.043086       255       YES            
40     38     78     -637.533738             0.423942       0.000832       373       YES            
40     40     80     -665.009471             0.419291       0.000412       388       YES            
40     42     82     -689.960033             0.39563        0.125647       495       YES            
40     60     100    -854.095705             0.375121       -0.000233      1137      YES            
40     62     102    -866.592968             0.388796       0.001999       1242      YES            
40     64     104    -877.824385             0.406246       0.14476        1317      YES            
40     66     106    -887.788928             0.393643       0.107649       1392      YES            
40     68     108    -896.894386             0.376212       0.008663       1482      YES            
40     70     110    -905.44514              0.374631       0.004401       1527      YES            
40     72     112    -913.187576             0.370714       0.0001         1586      YES            
40     74     114    -919.780337             0.352976       0.00113        1692      YES            
42     36     78     -604.8096               0.377022       0.062848       2985      YES            
42     38     80     -637.085533             0.407735       0.083153       3045      YES            
42     40     82     -666.432705             0.389745       -0.001048      3089      YES            
42     62     104    -887.244879             0.357211       -3.1e-05       3912      YES            
42     64     106    -899.824895             0.382442       0.157003       4032      YES            
44     38     82     -634.01285              0.372197       6e-05          5953      YES            
56     62     118    -964.903615             0.35624        0.000865       6779      YES            
56     64     120    -987.310905             0.350518       0.000833       6899      YES            
58     60     118    -942.217924             0.36295        0.001327       9930      YES            
58     62     120    -967.513219             0.376772       0.003687       10020     YES            
58     64     122    -991.388721             0.375163       0.000524       10109     YES            
58     66     124    -1013.79081             0.352468       0.000678       10170     YES            
60     58     118    -911.786583             0.363834       -0.000199      13440     YES            
60     60     120    -941.322631             0.380641       0.000729       13515     YES            
60     62     122    -968.237233             0.388703       0.003767       13650     YES            
60     64     124    -993.477453             0.384967       0.000485       13680     YES            
60     66     126    -1017.041002            0.371576       0.000537       13755     YES            
60     68     128    -1039.877225            0.356015       0.000805       13845     YES            
60     106    166    -1319.640251            0.352228       0.000296       15297     YES            
62     60     122    -937.105522             0.391321       0.001209       17085     YES            
62     62     124    -965.663904             0.396658       0.001428       17160     YES            
62     64     126    -992.359997             0.391039       0.003171       17220     YES            
62     66     128    -1017.308522            0.37814        0.000413       17295     YES            
62     68     130    -1041.545818            0.36514        0.000674       17370     YES            
62     70     132    -1065.057085            0.364724       0.00046        17460     YES            
62     72     134    -1087.335832            0.369829       0.001613       17519     YES            
62     74     136    -1108.153945            0.358843       0.001393       17609     YES            
62     104    166    -1334.166966            0.350135       -0.000439      18687     YES            
62     106    168    -1342.764426            0.358059       0.000382       18822     YES            
62     108    170    -1350.45812             0.356296       -0.00014       18852     YES            
64     62     126    -960.365804             0.392615       0.00289        60        YES            
64     64     128    -988.639575             0.385659       -0.000555      90        YES            
64     66     130    -1015.230725            0.372291       0.000807       210       YES            
64     68     132    -1041.114449            0.359083       0.000493       255       YES            
64     70     134    -1066.105335            0.357688       0.000618       329       YES            
64     72     136    -1089.462431            0.365336       0.000785       404       YES            
